Date,Total_Profit,Arbitrage_Profit,Ancillary_Low_Profit,Ancillary_High_Profit,SOH,Throughput_MWh,Capacity_MWh
2024-02-16,4214.901436779437,142.44329277943734,4072.458144,0.0,0.9913956356586697,14.927163372,19.827912713173394
2024-02-17,3353.647774244534,-183.89862575546613,3537.5464,0.0,0.9910955532826897,30.008237598,19.821911065653794
2024-02-18,5128.434407296296,144.554855296295,4983.879552,0.0,0.9910333543147897,6.21989679,19.820667086295792
2024-02-19,4847.713798880333,-157.4122331196661,4356.058656,649.067376,0.9909931766241497,4.0177690639999994,19.819863532482994
2024-02-20,4426.542949656945,299.01240565694536,4127.530544,0.0,0.9908457280212296,14.744860292,19.816914560424593
2024-02-21,4391.940209909203,659.8956979092031,3732.0445120000004,0.0,0.9905405058798996,30.522214133000002,19.810810117597992
2024-02-22,4718.085240903133,-180.83721509686688,4898.922456,0.0,0.9903468356211597,19.367025874000003,19.806936712423195
2024-02-23,5043.711986281266,130.1954262812659,4913.51656,0.0,0.9902090539702296,13.778165093000002,19.804181079404593
2024-02-24,4477.487107419864,160.11270741986255,3598.51392,718.86048,0.9900571123993697,15.194157086,19.801142247987393
2024-02-25,4093.9777567467168,936.6407567467165,2924.9419040000002,232.39509599999997,0.9899086122953896,14.850010397999998,19.798172245907793
2024-02-26,3129.2569944898346,45.568882489835005,3083.688112,0.0,0.9897539422410896,15.46700543,19.79507884482179
2024-02-27,4895.471992349416,289.64044834941626,4605.831544,0.0,0.9896385351839296,11.540705715999998,19.792770703678592
2024-02-28,3732.3836960670897,-336.9862879329107,4069.369984,0.0,0.9894335931177897,20.494206614,19.788671862355795
2024-03-01,3806.6035862841245,398.16266628412495,3408.4409199999996,0.0,0.9892594528054897,17.41403123,19.785189056109793
